x,y
-119.4530955,49.88187241
-119.453026,49.88187218
-119.4529564,49.88187195
-119.4528868,49.88187172
-119.4528173,49.88187149
-119.4527477,49.88187126
-119.4526781,49.88187103
-119.4526085,49.8818708
-119.452539,49.88187057
-119.4524694,49.88187034
-119.4523998,49.88187011
-119.4523303,49.88186988
-119.4522607,49.88186964
-119.4521911,49.88186941
-119.4521216,49.88186918
-119.452052,49.88186895
-119.4519824,49.88186872
-119.4519129,49.88186849
-119.4518433,49.88186826
-119.4517737,49.88186803
-119.4517041,49.88186779
-119.4516346,49.88186756
-119.451565,49.88186733
-119.4514954,49.8818671
-119.4514259,49.88186687
-119.4513563,49.88186664
-119.4512867,49.8818664
-119.4512172,49.88186617
-119.4511476,49.88186594
-119.451078,49.88186571
-119.4510085,49.88186548
-119.4509389,49.88186525
-119.4508693,49.88186502
-119.4507997,49.88186478
-119.4507302,49.88186455
-119.4506606,49.88186432
-119.450591,49.88186409
-119.4505215,49.88186386
-119.4504519,49.88186362
-119.4503823,49.88186339
-119.4503128,49.88186316
-119.4502432,49.88186293
-119.4501736,49.88186269
-119.4501041,49.88186246
-119.4500345,49.88186223
-119.4499649,49.881862
-119.4498953,49.88186177
-119.4498258,49.88186153
-119.4497562,49.88186132
-119.4496866,49.88186113
-119.4496171,49.88186094
-119.4495475,49.88186074
-119.4494779,49.88186055
-119.4494084,49.88186036
-119.4493388,49.88186016
-119.4492692,49.88185997
-119.4491997,49.88185978
-119.4491301,49.88185958
-119.4490605,49.88185939
-119.4489909,49.8818592
-119.4489214,49.881859
-119.4488518,49.88185881
-119.4487822,49.88185862
-119.4487127,49.88185842
-119.4486431,49.88185823
-119.4485735,49.88185803
-119.448504,49.88185784
-119.4484344,49.88185765
-119.4483648,49.88185745
-119.4482952,49.88185721
-119.4482257,49.88185695
-119.4481561,49.8818567
-119.4480865,49.88185644
-119.448017,49.88185618
-119.4479474,49.88185592
-119.4478778,49.88185566
-119.4478083,49.88185541
-119.4477387,49.88185515
-119.4476691,49.88185489
-119.4475996,49.8818547
-119.44753,49.88185461
-119.4474604,49.88185453
-119.4473908,49.88185444
-119.4473213,49.88185434
-119.4472517,49.88185423
-119.4471821,49.88185412
-119.4471126,49.88185401
-119.447043,49.8818539
-119.4469734,49.88185378
-119.4469039,49.88185367
-119.4468343,49.88185356
-119.4467647,49.88185345
-119.4466951,49.88185331
-119.4466256,49.88185274
-119.446556,49.88185217
-119.4464865,49.88185159
-119.4464169,49.88185102
-119.4463473,49.88185044
-119.4462778,49.88184987
-119.4462082,49.8818493
-119.4461386,49.88184872
-119.4460691,49.88184815
-119.4459995,49.88184757
-119.4459299,49.881847
-119.4458604,49.88184643
-119.4457908,49.88184585
-119.4457212,49.88184528
-119.4456517,49.8818447
-119.4455821,49.88184413
-119.4455125,49.88184356
-119.445443,49.88184298
-119.4453734,49.88184241
-119.4453039,49.88184183
-119.4452343,49.88184126
-119.4451647,49.88184068
-119.4450952,49.88184011
-119.4450256,49.88183953
-119.444956,49.88183896
-119.4448865,49.88183838
-119.4448169,49.88183781
-119.4447473,49.88183723
-119.4446778,49.88183666
-119.4446082,49.88183608
-119.4445386,49.88183551
-119.4444691,49.88183493
-119.4443995,49.88183436
-119.44433,49.88183378
-119.4442604,49.88183321
-119.4441908,49.88183263
-119.4441213,49.88183206
-119.4440517,49.88183148
-119.4439821,49.88183091
-119.4439126,49.88183033
-119.443843,49.88182976
-119.4437734,49.88182918
-119.4437039,49.88182861
-119.4436343,49.88182803
-119.4435647,49.88182745
-119.4434952,49.88182688
-119.4434256,49.8818263
-119.443356,49.88182573
-119.4432865,49.8818252
-119.4432169,49.88182497
-119.4431473,49.88182474
-119.4430778,49.88182439
-119.4430082,49.88182403
-119.4429386,49.88182366
-119.4428691,49.88182329
-119.4427995,49.88182293
-119.4427299,49.88182256
-119.4426604,49.88182219
-119.4425908,49.88182183
-119.4425212,49.88182146
-119.4424517,49.88182109
-119.4423821,49.88182072
-119.4423125,49.88182036
-119.442243,49.88181999
-119.4421734,49.88181962
-119.4421038,49.88181926
-119.4420343,49.88181889
-119.4419647,49.88181852
-119.4418951,49.88181815
-119.4418256,49.88181779
-119.441756,49.88181742
-119.4416864,49.88181705
-119.4416168,49.88181668
-119.4415473,49.88181632
-119.4414777,49.88181595
-119.4414081,49.88181558
-119.4413386,49.88181521
-119.441269,49.88181485
-119.4411994,49.88181448
-119.4411299,49.88181411
-119.4410603,49.88181374
-119.4409907,49.88181338
-119.4409212,49.88181301
-119.4408516,49.88181264
-119.440782,49.88181227
-119.4407125,49.8818119
-119.4406429,49.88181153
-119.4405733,49.88181117
-119.4405038,49.8818108
-119.4404342,49.88181043
-119.4403646,49.88181006
-119.4402951,49.88180969
-119.4402255,49.88180933
-119.4401559,49.88180896
-119.4400864,49.88180859
-119.4400168,49.88180822
-119.4399472,49.88180785
-119.4398777,49.88180749
-119.4398081,49.88180713
-119.4397385,49.88180676
-119.4396689,49.8818064
-119.4395994,49.88180604
-119.4395298,49.88180568
-119.4394602,49.88180531
-119.4393907,49.88180495
-119.4393211,49.88180459
-119.4392515,49.88180423
-119.439182,49.88180386
-119.4391124,49.8818035
-119.4390428,49.88180314
-119.4389733,49.88180277
-119.4389037,49.88180241
-119.4388341,49.88180205
-119.4387646,49.88180169
-119.438695,49.88180132
-119.4386254,49.88180096
-119.4385559,49.8818006
-119.4384863,49.88180023
-119.4384167,49.88179987
-119.4383472,49.88179951
-119.4382776,49.88179914
-119.438208,49.88179878
-119.4381384,49.88179842
-119.4380689,49.88179805
-119.4379993,49.88179769
-119.4379297,49.88179733
-119.4378602,49.88179696
-119.4377906,49.8817966
-119.437721,49.88179624
-119.4376515,49.88179587
-119.4375819,49.88179551
-119.4375123,49.88179515
-119.4374428,49.88179451
-119.4373732,49.88179373
-119.4373037,49.88179432
-119.4372341,49.88179491
-119.4371645,49.88179551
-119.437095,49.8817961
-119.4370254,49.8817967
-119.4369558,49.88179729
-119.4368863,49.88179789
-119.4368167,49.88179848
-119.4367471,49.88179908
-119.4366776,49.88179967
-119.436608,49.88180026
-119.4365384,49.88180086
-119.4364689,49.88180145
-119.4363993,49.88180205
-119.4363297,49.88180264
-119.4362602,49.88180324
-119.4361906,49.88180383
-119.4361211,49.88180442
-119.4360515,49.88180502
-119.4359819,49.88180561
-119.4359124,49.8818062
-119.4358428,49.8818068
-119.4357733,49.88180823
-119.4357047,49.88181539
-119.435636,49.88182255
-119.4355673,49.88182972
-119.4354986,49.88183688
-119.4354299,49.88184404
-119.4353613,49.88185121
-119.4352926,49.88185837
-119.4352239,49.88186553
-119.4351552,49.8818727
-119.4350865,49.88187986
-119.4350179,49.88188702
-119.4349496,49.88189542
-119.434883,49.88190847
-119.4348165,49.88192152
-119.4347499,49.88193456
-119.4346833,49.88194761
-119.4346167,49.88196066
-119.4345502,49.8819737
-119.4344836,49.88198675
-119.434417,49.8819998
-119.4343504,49.88201272
-119.4342837,49.88202561
-119.4342171,49.8820385
-119.4341504,49.88205139
-119.4340838,49.88206429
-119.4340211,49.88208367
-119.4339591,49.88210401
-119.4338971,49.88212435
-119.433835,49.88214469
-119.433773,49.88216503
-119.4337109,49.88218536
-119.4336489,49.8822057
-119.4335868,49.88222604
-119.4335248,49.88224638
-119.4334627,49.88226672
-119.4334007,49.88228706
-119.4333387,49.8823074
-119.4332766,49.88232773
-119.4332146,49.88234807
-119.4331525,49.88236841
-119.4330951,49.88239365
-119.4330383,49.88241967
-119.4329816,49.88244569
-119.4329249,49.88247171
-119.4328681,49.88249772
-119.4328114,49.88252374
-119.4327547,49.88254976
-119.4326979,49.88257578
-119.4326412,49.88260179
-119.4325844,49.88262781
-119.4325277,49.88265383
-119.432471,49.88267984
-119.4324142,49.88270586
-119.4323575,49.88273188
-119.4323008,49.88275789
-119.432244,49.88278391
-119.4321873,49.88280993
-119.4321306,49.88283594
-119.4320738,49.88286196
-119.4320171,49.88288798
-119.4319603,49.882914
-119.4319036,49.88294001
-119.4318469,49.88296603
-119.4317901,49.88299205
-119.4317334,49.88301806
-119.4316767,49.88304408
-119.4316199,49.8830701
-119.4315632,49.88309611
-119.4315064,49.88312213
-119.4314497,49.88314815
-119.431393,49.88317416
-119.4313362,49.88320018
-119.4312795,49.8832262
-119.4312228,49.88325221
-119.431166,49.88327823
-119.4311093,49.88330425
-119.4310525,49.88333026
-119.4309958,49.88335628
-119.4309391,49.88338229
-119.4308823,49.88340831
-119.4308256,49.88343433
-119.4307689,49.88346034
-119.4307121,49.88348636
-119.4306554,49.88351238
-119.4305986,49.88353839
-119.4305419,49.88356441
-119.4304852,49.88359042
-119.4304284,49.88361644
-119.4303717,49.88364246
-119.4303149,49.88366847
-119.4302582,49.88369449
-119.4302015,49.8837205
-119.4301447,49.88374652
-119.430088,49.88377254
-119.4300313,49.88379855
-119.4299745,49.88382457
-119.4299178,49.88385058
-119.429861,49.8838766
-119.4298043,49.88390262
-119.4297476,49.88392863
-119.4296908,49.88395465
-119.4296341,49.88398066
-119.4295773,49.88400668
-119.4295206,49.88403269
-119.4294639,49.88405871
-119.4294071,49.88408473
-119.4293504,49.88411074
-119.4292936,49.88413676
-119.4292369,49.88416277
-119.4291802,49.88418879
-119.4291234,49.8842148
-119.4290667,49.88424082
-119.4290099,49.88426683
-119.4289532,49.88429283
-119.4288962,49.8843186
-119.4288392,49.88434437
-119.4287822,49.88437014
-119.4287251,49.88439591
-119.4286681,49.88442168
-119.4286111,49.88444745
-119.4285541,49.88447321
-119.4284971,49.88449898
-119.4284401,49.88452475
-119.4283831,49.88455052
-119.4283261,49.88457629
-119.4282691,49.88460206
-119.4282121,49.88462782
-119.4281551,49.88465359
-119.428098,49.88467936
-119.428041,49.88470513
-119.427984,49.8847309
-119.427927,49.88475667
-119.42787,49.88478243
-119.427813,49.8848082
-119.427756,49.88483397
-119.427699,49.88485974
-119.427642,49.88488551
-119.4275849,49.88491127
-119.4275279,49.88493704
-119.4274709,49.88496281
-119.4274139,49.88498858
-119.4273569,49.88501435
-119.4272999,49.88504011
-119.4272429,49.88506588
-119.4271859,49.88509165
-119.4271289,49.88511742
-119.4270718,49.88514318
-119.4270148,49.88516895
-119.4269578,49.88519472
-119.4269008,49.88522049
-119.4268453,49.88524751
-119.4267919,49.88527634
-119.4267385,49.88530516
-119.4266851,49.88533398
-119.4266317,49.8853628
-119.4265783,49.88539162
-119.4265249,49.88542044
-119.4264715,49.88544927
-119.4264181,49.88547809
-119.4263647,49.88550691
-119.4263113,49.88553573
-119.426258,49.88556455
-119.4262046,49.88559337
-119.4261512,49.88562219
-119.4260978,49.88565102
-119.4260444,49.88567984
-119.425991,49.88570866
-119.4259387,49.88573829
-119.4258901,49.88577042
-119.4258414,49.88580255
-119.4257927,49.88583467
-119.4257441,49.8858668
-119.4256951,49.88589876
-119.4256462,49.88593069
-119.4255972,49.88596262
-119.4255482,49.88599454
-119.4254992,49.88602647
-119.4254502,49.8860584
-119.4254013,49.88609033
-119.4253523,49.88612226
-119.4253033,49.88615419
-119.4252549,49.88618649
-119.4252067,49.88621887
-119.4251584,49.88625125
-119.4251101,49.88628363
-119.4250619,49.88631601
-119.4250136,49.88634839
-119.4249653,49.88638076
-119.4249171,49.88641314
-119.4248688,49.88644552
-119.4248205,49.8864779
-119.4247723,49.8865103
-119.4247242,49.88654277
-119.4246761,49.88657525
-119.424628,49.88660773
-119.4245799,49.88664021
-119.4245318,49.88667268
-119.4244837,49.88670516
-119.4244355,49.88673764
-119.4243874,49.88677012
-119.4243393,49.8868026
-119.4242912,49.88683507
-119.4242431,49.88686755
-119.424195,49.88690003
-119.4241469,49.8869325
-119.4240988,49.88696498
-119.4240507,49.88699746
-119.4240026,49.88702994
-119.4239545,49.88706241
-119.4239064,49.88709489
-119.4238583,49.88712737
-119.4238101,49.88715985
-119.423762,49.88719232
-119.4237139,49.8872248
-119.4236658,49.88725728
-119.4236177,49.88728976
-119.4235696,49.88732223
-119.4235215,49.88735471
-119.4234734,49.88738719
-119.4234253,49.88741966
-119.4233772,49.88745214
-119.4233291,49.88748462
-119.423281,49.8875171
-119.4232328,49.88754957
-119.4231847,49.88758205
-119.4231366,49.88761453
-119.4230885,49.887647
-119.4230404,49.88767948
-119.4229923,49.88771196
-119.4229442,49.88774443
-119.4228961,49.88777691
-119.422848,49.88780939
-119.4227999,49.88784186
-119.4227517,49.88787434
-119.4227036,49.88790682
-119.4226555,49.88793929
-119.4226074,49.88797177
-119.4225593,49.88800425
-119.4225112,49.88803672
-119.4224631,49.8880692
-119.422415,49.88810168
-119.4223669,49.88813416
-119.4223188,49.88816663
-119.4222707,49.88819911
-119.4222225,49.88823159
-119.4221744,49.88826406
-119.4221263,49.88829654
-119.4220782,49.88832901
-119.4220301,49.88836149
-119.421982,49.88839397
-119.4219339,49.88842644
-119.4218858,49.88845892
-119.4218377,49.8884914
-119.4217895,49.88852387
-119.4217414,49.88855634
-119.4216933,49.88858881
-119.4216452,49.88862129
-119.4215971,49.88865376
-119.4215489,49.88868623
-119.4215008,49.8887187
-119.4214527,49.88875117
-119.4214046,49.88878364
-119.4213565,49.88881611
-119.4213083,49.88884858
-119.4212602,49.88888106
-119.4212121,49.88891353
-119.421164,49.888946
-119.4211159,49.88897847
-119.4210677,49.88901094
-119.4210196,49.88904341
-119.4209715,49.88907589
-119.4209234,49.88910837
-119.4208753,49.88914085
-119.4208272,49.88917333
-119.4207791,49.88920581
-119.420731,49.88923829
-119.4206829,49.88927077
-119.4206348,49.88930325
-119.4205867,49.88933573
-119.4205386,49.88936821
-119.4204906,49.88940079
-119.4204455,49.88943498
-119.4204003,49.88946918
-119.4203551,49.88950335
-119.4203097,49.88953743
-119.4202643,49.88957151
-119.4202189,49.88960559
-119.4201736,49.88963967
-119.4201282,49.88967375
-119.4200828,49.88970783
-119.4200374,49.88974191
-119.4199921,49.88977599
-119.4199467,49.88981007
-119.4199013,49.88984414
-119.4198559,49.88987822
-119.4198105,49.8899123
-119.4197653,49.88994644
-119.4197207,49.88998096
-119.4196761,49.89001547
-119.4196315,49.89004999
-119.419587,49.89008451
-119.4195424,49.89011903
-119.4194978,49.89015355
-119.4194532,49.89018806
-119.4194086,49.89022258
-119.4193641,49.8902571
-119.4193195,49.89029162
-119.4192749,49.89032614
-119.4192303,49.89036065
-119.4191858,49.89039517
-119.4191412,49.89042969
-119.4190966,49.89046421
-119.419052,49.89049872
-119.4190074,49.89053324
-119.4189629,49.89056776
-119.4189183,49.89060228
-119.4188737,49.8906368
-119.4188291,49.89067131
-119.4187846,49.89070583
-119.41874,49.89074035
-119.4186954,49.89077487
-119.4186522,49.89081007
-119.4186136,49.89084745
-119.4185749,49.89088483
-119.4185363,49.89092221
-119.4184976,49.8909596
-119.418459,49.89099698
-119.4184203,49.89103436
-119.4183817,49.89107174
-119.418343,49.89110912
-119.4183044,49.8911465
-119.4182657,49.89118389
-119.4182271,49.89122127
-119.4181884,49.89125865
-119.4181498,49.89129603
-119.4181111,49.89133341
-119.4180725,49.89137079
-119.4180338,49.89140817
-119.4179952,49.89144556
-119.4179565,49.89148294
-119.4179179,49.89152032
-119.4178792,49.8915577
-119.4178406,49.89159508
-119.4178019,49.89163246
-119.4177633,49.89166984
-119.4177246,49.89170723
-119.417686,49.89174461
-119.4176473,49.89178199
-119.4176086,49.89181937
-119.41757,49.89185675
-119.4175313,49.89189413
-119.4174927,49.89193151
-119.417454,49.89196889
-119.4174154,49.89200627
-119.4173767,49.89204366
-119.4173381,49.89208104
-119.4172994,49.89211842
-119.4172608,49.8921558
-119.4172221,49.89219318
-119.4171835,49.89223056
-119.4171448,49.89226794
-119.4171062,49.89230532
-119.4170675,49.89234271
-119.4170289,49.89238009
-119.4169902,49.89241747
-119.4169515,49.89245485
-119.4169129,49.89249223
-119.4168742,49.89252961
-119.4168356,49.89256699
-119.4167969,49.89260437
-119.4167583,49.89264176
-119.4167196,49.89267914
-119.4166815,49.89271675
-119.416646,49.89275539
-119.4166104,49.89279402
-119.4165748,49.89283266
-119.4165393,49.8928713
-119.4165037,49.89290994
-119.4164681,49.89294858
-119.4164326,49.89298721
-119.416397,49.89302585
-119.4163614,49.89306449
-119.4163258,49.89310313
-119.4162903,49.89314176
-119.4162547,49.8931804
-119.4162191,49.89321904
-119.4161836,49.89325768
-119.416148,49.89329632
-119.4161124,49.89333495
-119.4160769,49.89337359
-119.4160413,49.89341223
-119.4160057,49.89345087
-119.4159701,49.89348951
-119.4159346,49.89352814
-119.415899,49.89356678
-119.4158634,49.89360542
-119.4158279,49.89364406
-119.4157923,49.89368269
-119.4157567,49.89372133
-119.4157211,49.89375997
-119.4156856,49.89379861
-119.41565,49.89383724
-119.4156144,49.89387588
-119.4155789,49.89391452
-119.4155433,49.89395316
-119.4155077,49.89399179
-119.4154722,49.89403043
-119.4154366,49.89406907
-119.415401,49.89410771
-119.4153654,49.89414635
-119.4153299,49.89418498
-119.4152943,49.89422362
-119.4152587,49.89426226
-119.4152232,49.8943009
-119.4151876,49.89433953
-119.415152,49.89437817
-119.4151164,49.89441681
-119.4150809,49.89445545
-119.4150453,49.89449408
-119.4150097,49.89453272
-119.4149742,49.89457136
-119.4149386,49.89461
-119.414903,49.89464863
-119.4148674,49.89468727
-119.4148319,49.89472591
-119.4147963,49.89476455
-119.4147607,49.89480318
-119.4147252,49.89484182
-119.4146896,49.89488046
-119.414654,49.8949191
-119.4146184,49.89495774
-119.4145829,49.89499639
-119.4145474,49.89503504
-119.4145119,49.8950737
-119.4144763,49.89511235
-119.4144408,49.89515101
-119.4144053,49.89518966
-119.4143697,49.89522832
-119.4143342,49.89526697
-119.4142987,49.89530562
-119.4142632,49.89534428
-119.4142276,49.89538293
-119.4141919,49.8954215
-119.4141561,49.89546004
-119.4141203,49.89549859
-119.4140844,49.89553714
-119.4140486,49.89557569
-119.4140128,49.89561423
-119.413977,49.89565278
-119.4139412,49.89569133
-119.4139054,49.89572988
-119.4138696,49.8957684
-119.4138337,49.89580693
-119.4137978,49.89584546
-119.413762,49.89588398
-119.4137261,49.89592251
-119.4136903,49.89596103
-119.4136544,49.89599956
-119.4136185,49.89603809
-119.4135827,49.89607661
-119.4135468,49.89611514
-119.4135109,49.89615367
-119.4134751,49.89619219
-119.4134392,49.89623072
-119.4134034,49.89626924
-119.4133675,49.89630777
-119.4133316,49.8963463
-119.4132958,49.89638482
-119.4132599,49.89642335
-119.4132241,49.89646188
-119.4131882,49.8965004
-119.4131523,49.89653893
-119.4131165,49.89657745
-119.4130806,49.89661598
-119.4130447,49.89665451
-119.4130089,49.89669303
-119.412973,49.89673156
-119.4129372,49.89677008
-119.4129013,49.89680861
-119.4128654,49.89684714
-119.4128296,49.89688566
-119.4127937,49.89692419
-119.4127579,49.89696271
-119.412722,49.89700124
-119.4126861,49.89703977
-119.4126503,49.89707829
-119.4126144,49.89711682
-119.4125785,49.89715534
-119.4125427,49.89719387
-119.4125068,49.8972324
-119.412471,49.89727092
-119.4124351,49.89730945
-119.4123992,49.89734797
-119.4123634,49.8973865
-119.4123275,49.89742503
-119.4122916,49.89746355
-119.4122558,49.89750208
-119.4122199,49.8975406
-119.4121841,49.89757913
-119.4121482,49.89761765
-119.4121123,49.89765618
-119.4120765,49.89769471
-119.4120406,49.89773323
-119.4120047,49.89777176
-119.4119689,49.89781028
-119.411933,49.89784881
-119.4118971,49.89788733
-119.4118613,49.89792586
-119.4118254,49.89796439
-119.4117896,49.89800291
-119.4117537,49.89804144
-119.4117178,49.89807996
-119.411682,49.89811849
-119.4116461,49.89815701
-119.4116102,49.89819554
-119.4115744,49.89823407
-119.4115385,49.89827259
-119.4115026,49.89831112
-119.4114668,49.89834964
-119.4114309,49.89838817
-119.411395,49.89842669
-119.4113592,49.89846522
-119.4113233,49.89850375
-119.4112875,49.89854227
-119.4112516,49.8985808
-119.4112157,49.89861932
-119.4111799,49.89865785
-119.411144,49.89869637
-119.4111081,49.8987349
-119.4110723,49.89877342
-119.4110364,49.89881195
-119.4110005,49.89885048
-119.4109647,49.898889
-119.4109288,49.89892753
-119.4108929,49.89896605
-119.4108571,49.89900458
-119.4108212,49.8990431
-119.4107853,49.89908163
-119.4107495,49.89912015
-119.4107136,49.89915868
-119.4106777,49.8991972
-119.4106419,49.89923573
-119.410606,49.89927425
-119.4105702,49.89931278
-119.4105343,49.89935131
-119.4104984,49.89938983
-119.4104626,49.89942836
-119.4104267,49.89946688
-119.4103908,49.89950541
-119.410355,49.89954393
-119.4103191,49.89958246
-119.4102832,49.89962098
-119.4102474,49.89965951
-119.4102115,49.89969803
-119.4101756,49.89973656
-119.4101398,49.89977508
-119.4101039,49.89981361
-119.410068,49.89985213
-119.4100322,49.89989066
-119.4099963,49.89992918
-119.4099604,49.89996771
-119.4099246,49.90000623
-119.4098887,49.90004476
-119.4098528,49.90008329
-119.409817,49.90012181
-119.4097811,49.90016033
-119.4097452,49.90019886
-119.4097094,49.90023739
-119.4096735,49.90027591
-119.4096376,49.90031444
-119.4096018,49.90035296
-119.4095659,49.90039149
-119.40953,49.90043001
-119.4094942,49.90046854
-119.4094583,49.90050706
-119.4094224,49.90054559
-119.4093866,49.90058411
-119.4093507,49.90062264
-119.4093148,49.90066116
-119.4092789,49.90069969
-119.4092431,49.90073821
-119.4092072,49.90077674
-119.4091713,49.90081526
-119.4091355,49.90085379
-119.4090996,49.90089231
-119.4090636,49.9009308
-119.4090275,49.90096923
-119.4089914,49.90100766
-119.4089553,49.90104609
-119.4089192,49.90108452
-119.4088831,49.90112296
-119.408847,49.90116139
-119.4088109,49.90119982
-119.4087748,49.90123825
-119.4087389,49.90127677
-119.4087032,49.90131536
-119.4086675,49.90135394
-119.4086318,49.90139252
-119.408596,49.90143111
-119.4085603,49.90146969
-119.4085246,49.90150827
-119.4084889,49.90154686
-119.4084532,49.90158544
-119.4084174,49.90162402
-119.4083817,49.9016626
-119.408346,49.90170119
-119.4083103,49.90173977
-119.4082746,49.90177835
-119.4082389,49.90181694
-119.4082031,49.90185552
-119.4081674,49.9018941
-119.4081317,49.90193269
-119.408096,49.90197127
-119.4080603,49.90200985
-119.4080245,49.90204843
-119.4079888,49.90208702
-119.4079531,49.9021256
-119.4079174,49.90216418
-119.4078817,49.90220277
-119.4078459,49.90224135
-119.4078102,49.90227993
-119.4077745,49.90231851
-119.4077388,49.9023571
-119.4077031,49.90239568
-119.4076673,49.90243426
-119.4076316,49.90247285
-119.4075959,49.90251143
-119.4075602,49.90255001
-119.4075245,49.90258859
-119.4074887,49.90262718
-119.407453,49.90266576
-119.4074173,49.90270434
-119.4073816,49.90274292
-119.4073459,49.90278151
-119.4073101,49.90282009
-119.4072744,49.90285867
-119.4072387,49.90289726
-119.407203,49.90293584
-119.4071673,49.90297442
-119.4071315,49.903013
-119.4070958,49.90305158
-119.4070601,49.90309017
-119.4070244,49.90312875
-119.4069887,49.90316733
-119.4069529,49.90320592
-119.4069172,49.9032445
-119.4068815,49.90328308
-119.4068458,49.90332166
-119.4068101,49.90336025
-119.4067743,49.90339883
-119.4067386,49.90343741
-119.4067029,49.90347599
-119.4066672,49.90351458
-119.4066314,49.90355316
-119.4065957,49.90359174
-119.40656,49.90363032
-119.4065243,49.90366891
-119.4064886,49.90370749
-119.4064528,49.90374607
-119.4064171,49.90378465
-119.4063814,49.90382323
-119.4063457,49.90386182
-119.4063099,49.9039004
-119.4062742,49.90393898
-119.4062385,49.90397756
-119.4062028,49.90401615
-119.4061671,49.90405473
-119.4061313,49.90409331
-119.4060956,49.90413189
-119.4060599,49.90417048
-119.4060242,49.90420906
-119.4059884,49.90424764
-119.4059527,49.90428622
-119.405917,49.9043248
-119.4058808,49.90436322
-119.4058442,49.90440143
-119.4058075,49.90443965
-119.4057709,49.90447786
-119.4057342,49.90451608
-119.4056976,49.90455429
-119.4056609,49.90459251
-119.4056243,49.90463072
-119.4055876,49.90466895
-119.4055517,49.90470745
-119.4055158,49.90474596
-119.4054798,49.90478446
-119.4054439,49.90482296
-119.405408,49.90486147
-119.4053721,49.90489997
-119.4053362,49.90493848
-119.4053002,49.90497698
-119.4052643,49.90501549
-119.4052284,49.90505399
-119.4051925,49.90509249
-119.4051565,49.905131
-119.4051206,49.9051695
-119.4050847,49.90520801
-119.4050488,49.90524654
-119.4050135,49.90528529
-119.4049783,49.90532404
-119.404943,49.9053628
-119.4049077,49.90540155
-119.4048724,49.9054403
-119.4048372,49.90547905
-119.4048015,49.90551767
-119.4047657,49.90555623
-119.40473,49.90559479
-119.4046942,49.90563335
-119.4046584,49.90567191
-119.4046226,49.90571047
-119.4045868,49.90574903
-119.404551,49.90578758
-119.4045153,49.90582614
-119.4044795,49.9058647
-119.4044437,49.90590326
-119.4044079,49.90594182
-119.4043721,49.90598038
-119.4043363,49.90601894
-119.4043005,49.9060575
-119.4042648,49.90609605
-119.404229,49.90613461
-119.4041932,49.90617317
-119.4041574,49.90621173
-119.4041216,49.90625029
-119.4040858,49.90628885
-119.40405,49.90632741
-119.4040143,49.90636597
-119.4039785,49.90640452
-119.4039427,49.90644308
-119.4039069,49.90648164
-119.4038711,49.9065202
-119.4038353,49.90655876
-119.4037996,49.90659732
-119.4037638,49.90663588
-119.403728,49.90667444
-119.4036922,49.90671299
-119.4036564,49.90675155
-119.4036206,49.90679011
-119.4035848,49.90682867
-119.4035491,49.90686723
-119.4035133,49.90690579
-119.4034775,49.90694435
-119.4034417,49.9069829
-119.4034059,49.90702146
-119.4033701,49.90706002
-119.4033343,49.90709858
-119.4032986,49.90713714
-119.4032628,49.9071757
-119.403227,49.90721425
-119.4031912,49.90725281
-119.4031554,49.90729137
-119.4031196,49.90732993
-119.4030838,49.90736849
-119.403048,49.90740705
-119.4030123,49.9074456
-119.4029765,49.90748416
-119.4029407,49.90752272
-119.4029049,49.90756128
-119.4028691,49.90759984
-119.4028333,49.9076384
-119.4027975,49.90767696
-119.4027618,49.90771551
-119.402726,49.90775407
-119.4026902,49.90779263
-119.4026544,49.90783119
-119.4026186,49.90786975
-119.4025828,49.9079083
-119.402547,49.90794686
-119.4025112,49.90798542
-119.4024755,49.90802398
-119.4024397,49.90806254
-119.4024039,49.9081011
-119.4023681,49.90813965
-119.4023323,49.90817821
-119.4022965,49.90821677
-119.4022607,49.90825533
-119.4022249,49.90829389
-119.4021891,49.90833245
-119.4021534,49.908371
-119.4021176,49.90840956
-119.4020818,49.90844812
-119.402046,49.90848668
-119.4020102,49.90852524
-119.4019744,49.90856379
-119.4019386,49.90860235
-119.4019028,49.90864091
-119.4018671,49.90867947
-119.4018313,49.90871803
-119.4017955,49.90875658
-119.4017597,49.90879514
-119.4017239,49.9088337
-119.4016881,49.90887226
-119.4016523,49.90891082
-119.4016165,49.90894937
-119.4015807,49.90898793
-119.401545,49.90902649
-119.4015092,49.90906505
-119.4014734,49.90910361
-119.4014376,49.90914216
-119.4014018,49.90918072
-119.401366,49.90921928
-119.4013302,49.90925784
-119.4012944,49.9092964
-119.4012586,49.90933495
-119.4012229,49.90937351
-119.4011871,49.90941207
-119.4011504,49.90945028
-119.4011111,49.90948736
-119.4010717,49.90952445
-119.4010324,49.90956153
-119.400993,49.90959861
-119.4009537,49.90963569
-119.4009143,49.90967278
-119.400875,49.90970986
-119.4008356,49.90974694
-119.4007963,49.90978402
-119.4007569,49.90982111
-119.4007176,49.90985819
-119.4006782,49.90989527
-119.4006389,49.90993235
-119.4005995,49.90996944
-119.4005602,49.91000652
-119.4005208,49.9100436
-119.4004815,49.91008068
-119.4004421,49.91011776
-119.4004028,49.91015485
-119.4003634,49.91019193
-119.4003241,49.91022901
-119.4002847,49.91026609
-119.4002454,49.91030318
-119.400203,49.91033881
-119.4001591,49.91037369
-119.4001152,49.91040858
-119.4000713,49.91044346
-119.4000274,49.91047835
-119.3999835,49.91051324
